commit|date|message|createdFilesCount|deletedFilesCount|updatedFilesCount|typesCount|methodsCount|fieldsCount|deprecatedAnnotationsCount|checkoutTime|apiTime|diffTime|breakingChangesCount|breakingChanges
44e73ae5701e5e61e53d1f55a9fd30f5c283a067|Wed Apr 27 15:13:33 CEST 2011||0|0|1|215|1771|79|12|11|52|10|1|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.util.concurrent.Futures.makeListenable(java.util.concurrent.Future<V>), newSymbol=]
c6f8f2035d5f2287e391849ac66996e2fc04bcf7|Wed Apr 27 15:14:41 CEST 2011||1|0|1|216|1782|79|12|9|20|8|0|
a0753a617325b308d2d8b2158182eb717e787d3a|Thu Apr 28 15:55:42 CEST 2011||0|0|1|216|1782|79|12|9|77|9|0|
65b86a4b57abbc844279a307339a4a615d57bb42|Thu Apr 28 16:04:58 CEST 2011||0|0|3|216|1782|79|12|15|76|7|0|
53bcea501aab53f77cf6f313f5794b8f3e9cbca8|Thu Apr 28 16:19:12 CEST 2011||0|0|3|216|1782|79|12|12|69|6|0|
a9d192cbe41d23f9417ddccf8ff0fe6cc628663e|Thu Apr 28 16:45:31 CEST 2011||0|0|3|216|1782|79|12|12|78|8|0|
b2b80b63f2ce0a704ae8411fcebaf61145d8d9cc|Fri Apr 29 17:19:51 CEST 2011||0|0|2|216|1780|79|12|14|16|8|2|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.util.concurrent.AbstractListenableFuture.done(), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.util.concurrent.AbstractFuture.done(), newSymbol=]
f7fba870bc4fdce22e491dba2ee0d619eb0ea2cf|Mon May 02 13:47:29 CEST 2011||0|0|8|216|1780|79|12|13|38|6|0|
6d60ccc7204ec520780b6899359132eba4edc407|Mon May 02 14:56:09 CEST 2011||0|0|2|216|1780|79|12|13|16|5|0|
205d7fdf0469960ab65820e3c850f4e8efa2961f|Mon May 02 15:23:58 CEST 2011||0|0|4|216|1780|79|13|12|52|4|2|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.util.concurrent.AbstractListenableFuture.done(), newSymbol=],BC[kind=SUPERTYPE_REMOVED, impactedSymbol=com.google.common.util.concurrent.SettableFuture, newSymbol=com.google.common.util.concurrent.SettableFuture]
75214c924d9c39facb61183b0247619fcfebc92b|Mon May 02 15:47:34 CEST 2011||0|0|1|216|1780|79|13|13|72|3|0|
1ef7f793742b940281e513ab5bb6d1c819d495dd|Mon May 02 16:09:08 CEST 2011||0|0|3|216|1780|79|13|13|77|5|0|
7b42834aa30de9ab058584b2787227d9988ac1a3|Mon May 02 16:31:13 CEST 2011||0|0|3|216|1780|79|13|12|67|3|0|
ba41093b42024d072743904adf0a6dd2417451df|Mon May 02 16:39:47 CEST 2011||0|0|0|216|1780|79|13|11|2|6|0|
b1e632ac78c6074ada75233462452780a93762de|Mon May 02 17:01:53 CEST 2011||0|0|1|216|1781|79|13|9|45|5|0|
fdff38befd3294746b465993be5db36d98f2a34b|Mon May 02 17:08:01 CEST 2011||0|0|2|216|1781|79|13|12|14|4|0|
bee56d564204d35d412f802f867f3ba00c75fa08|Mon May 02 17:09:25 CEST 2011||0|0|1|216|1781|79|13|10|35|5|0|
d3abdd9e76ef0dc23650da95f60e03fd1b2ed60d|Tue May 03 14:10:40 CEST 2011||0|1|0|215|1781|79|12|9|2|4|1|BC[kind=TYPE_REMOVED, impactedSymbol=com.google.common.util.concurrent.AbstractListenableFuture, newSymbol=]
6739a534dfbc82ad6eaf8db9fcaf47bc1ea79bed|Tue May 03 14:16:56 CEST 2011||0|0|3|215|1781|79|12|8|71|6|0|
e6d92d2323a96871aef78be3ff4e57cf5edd33f7|Tue May 03 14:25:34 CEST 2011||0|0|0|215|1781|79|12|12|2|3|0|
859a3816b268781af1802719a7d0a5a2158121ee|Tue May 03 14:35:50 CEST 2011||0|0|8|215|1781|79|12|14|37|3|0|
892f2a51c0f1a8405832c339ffe90142ae94c1e6|Wed May 04 13:25:39 CEST 2011||0|0|4|215|1781|79|12|14|74|3|0|
3ab5ad4f16dad46dde4e2f4c32cad19141f0fd14|Wed May 04 13:27:45 CEST 2011||0|0|1|215|1781|79|12|14|70|3|0|
dc5f806882f1447f2ce5d024817d0bdfe66bf09d|Thu May 05 13:38:29 CEST 2011||0|0|1|215|1781|79|12|13|10|3|0|
3295847aa0f463fd082b5dd1b54eba6a4c8aa06c|Thu May 05 13:40:06 CEST 2011||0|0|1|215|1781|79|12|8|54|3|0|
9246aef36f6cdd59db4b6495a9f7a57891736e6d|Thu May 05 13:41:40 CEST 2011||3|0|3|218|1805|79|12|12|76|3|0|
e3b22f92567bc66425772f5deb2e1f9d2d7b13d8|Thu May 05 14:01:08 CEST 2011||0|0|2|218|1805|79|12|13|44|3|0|
f52ed9ee8e39c679e07ee118dfb7f7dfc3179659|Fri May 06 13:07:26 CEST 2011||0|0|1|218|1805|79|12|9|16|4|0|
ef80c224861e3a676e2b6545a68781053b549ed5|Fri May 06 13:09:21 CEST 2011||2|0|4|218|1808|79|12|10|38|4|2|BC[kind=CLASS_TYPE_CHANGED, impactedSymbol=com.google.common.base.Equivalence, newSymbol=com.google.common.base.Equivalence],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalences.pairwise(com.google.common.base.Equivalence<? super T>), newSymbol=]
1e894ebb3ba63e1ea06af2c7ae15b30693ab29a4|Fri May 06 13:44:31 CEST 2011||0|2|4|218|1805|79|12|10|13|4|5|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalence.onResultOf(com.google.common.base.Function<F,? extends T>), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalence.equivalentTo(T), newSymbol=],BC[kind=CLASS_TYPE_CHANGED, impactedSymbol=com.google.common.base.Equivalence, newSymbol=com.google.common.base.Equivalence],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalence.pairwise(), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalence.wrap(S), newSymbol=]
df76d9fa660f672e95d621ae5b20b4ff7adf1769|Wed May 11 23:59:05 CEST 2011||0|0|4|218|1805|79|12|12|68|3|0|
c87142e306811f7ac9094d43de45dca4339a2898|Thu May 12 00:00:47 CEST 2011||0|0|2|218|1806|79|12|11|43|3|1|BC[kind=CLASS_TYPE_CHANGED, impactedSymbol=com.google.common.base.Ticker, newSymbol=com.google.common.base.Ticker]
00bbec0d0e197a6b3f577530623aaf269c00db69|Thu May 12 00:01:52 CEST 2011||0|0|4|218|1806|79|12|11|73|4|0|
61ce6ccc3714f870ec83b1aab69dcbb27963ef73|Thu May 12 00:22:13 CEST 2011||0|0|3|218|1806|79|12|14|43|3|0|
a6339e3b12f563a1c1129b9fafc87a830a17b493|Thu May 12 00:23:22 CEST 2011||0|0|1|218|1807|79|12|9|13|3|0|
6981740800b04aa5df81f3d80ae561953e7b1e56|Thu May 12 00:24:42 CEST 2011||0|0|1|218|1810|79|13|7|10|5|9|BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.hashCode(), newSymbol=com.google.common.base.Optional.hashCode()],BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.isPresent(), newSymbol=com.google.common.base.Optional.isPresent()],BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.equals(java.lang.Object), newSymbol=com.google.common.base.Optional.equals(java.lang.Object)],BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.base.Optional, newSymbol=com.google.common.base.Optional.orNull()],BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.get(), newSymbol=com.google.common.base.Optional.get()],BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.base.Optional, newSymbol=com.google.common.base.Optional.or(T)],BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.get(T), newSymbol=com.google.common.base.Optional.get(T)],BC[kind=METHOD_NOW_ABSTRACT, impactedSymbol=com.google.common.base.Optional.toString(), newSymbol=com.google.common.base.Optional.toString()],BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.base.Optional, newSymbol=com.google.common.base.Optional.or(com.google.common.base.Optional<? extends T>)]
e69b9484e6d89e41e9e4e6a058588d053a53934b|Thu May 12 00:26:22 CEST 2011||0|0|0|218|1810|79|13|9|2|5|0|
bc47900d640c2264fb8a9f0cf799c3985adb9a27|Thu May 12 00:27:16 CEST 2011||0|0|1|218|1810|79|13|9|39|5|0|
c7b17cede87c16cb4cf7059441fa67585ace18a2|Thu May 12 16:44:51 CEST 2011||2|0|1|219|1819|79|13|10|11|5|0|
58c90ae66c33501b0d301e2307aeb53c5082bf6d|Fri May 13 14:18:12 CEST 2011||1|0|6|220|1822|79|13|11|68|6|0|
c19921758fe661962e3f5f5c697453475171e213|Fri May 13 14:19:19 CEST 2011||0|1|2|222|1827|84|14|14|67|5|1|BC[kind=TYPE_REMOVED, impactedSymbol=com.google.common.collect.EvictionListeners, newSymbol=]
cf718c5842b150a0df6411a457d427b51e60ae28|Fri May 13 14:20:21 CEST 2011||2|2|3|224|1841|84|16|13|70|4|2|BC[kind=TYPE_REMOVED, impactedSymbol=com.google.common.collect.CacheStatsCounterImpl, newSymbol=],BC[kind=TYPE_REMOVED, impactedSymbol=com.google.common.collect.CacheStatsCounter, newSymbol=]
c8d9b916179531d0899a0411fc562eec611e5d33|Mon May 16 14:16:06 CEST 2011||0|0|2|224|1841|84|16|12|66|5|0|
f725415eae3da91ec3ccb3a10f5351624dfcfb19|Mon May 16 14:22:56 CEST 2011||1|0|0|225|1849|84|16|12|11|6|0|
cc0d96ecd04b2614cf28b66b93e24d163553ed9f|Mon May 16 14:29:18 CEST 2011||0|0|4|225|1849|84|16|10|58|5|0|
e6b0f8aebb7a36dd4eb0ed83100b3a8f9d13d6cd|Mon May 16 14:31:50 CEST 2011||0|0|3|225|1849|84|17|11|46|7|0|
41ffe5d7a7fa4be3034c63b309094878618f801d|Mon May 16 14:33:06 CEST 2011||0|0|1|225|1849|84|17|11|45|4|0|
88564fd20074bd3fd6ce8bcf71b7c7616f543b37|Mon May 16 14:33:58 CEST 2011||0|0|2|225|1849|84|17|10|56|5|0|
a909fde4811a54e8cb4dc1d60175e7534ebbb4c0|Wed May 18 08:26:41 CEST 2011|Enable source artifact generation in all builds on guava, and use that plus other resources to build the Guava-gwt artifact. Then enable the gwt artifact in the aggregate build.|0|0|0|225|1849|84|17|10|2|2|0|
425f94349f5c09a054bd2ad69c395818703ab879|Wed May 18 17:04:34 CEST 2011||0|0|2|225|1849|84|17|8|35|3|0|
483276e6be92c9a37714335e4e12225557fc9419|Wed May 18 17:06:14 CEST 2011||0|0|4|225|1849|84|17|11|28|5|1|BC[kind=CONSTRUCTOR_NOW_PROTECTED, impactedSymbol=com.google.common.base.Ticker.<init>(), newSymbol=com.google.common.base.Ticker.<init>()]
ee1dc95f8ccae95a3f4fbcb26c434ee396aa5816|Wed May 18 17:07:02 CEST 2011||0|0|1|225|1849|84|18|9|44|4|0|
e6715f52d29a45fd38af3222ab8283b638187f6b|Wed May 18 17:07:48 CEST 2011||0|0|0|225|1849|84|18|9|2|4|0|
8d93dfaccc39ae925d8ac86f8c3ed510ceedbfb3|Wed May 18 22:36:18 CEST 2011|Add a bootstrap JVM class replacement that overcomes an incompatibility between JDK5/6.  This allows us to compile in such a way that our concurrency code works in J2SE 5 and 6.|0|0|0|225|1849|84|18|8|2|3|0|
f7af1268fa325b985ae41ad2724133bfe0ac4341|Thu May 19 03:56:03 CEST 2011||0|1|1|225|1847|84|16|14|39|8|2|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.ImmutableSortedSet.withExplicitOrder(java.util.List<E>), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.ImmutableSortedSet.withExplicitOrder(E,E[]), newSymbol=]
c1b14ee27f5a094cf59a1cebc8510020f60788c3|Thu May 19 04:00:30 CEST 2011||0|0|0|225|1847|84|16|12|2|5|0|
46c620d094ef1f7caec153616b421b2f35798829|Mon May 23 15:21:03 CEST 2011||0|0|1|225|1847|84|16|8|49|3|2|BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.collect.LinkedListMultimap.entries(), newSymbol=com.google.common.collect.LinkedListMultimap.entries()],BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.collect.LinkedListMultimap.values(), newSymbol=com.google.common.collect.LinkedListMultimap.values()]
798be897ac21ab4b861acaa44a83c0dc8185827d|Mon May 23 15:27:44 CEST 2011||0|0|1|225|1847|84|16|9|52|4|0|
6e1f1fd477562d47463279503b0551b53c640e39|Tue May 24 15:14:43 CEST 2011||0|0|0|225|1847|84|16|10|1|3|0|
4bef95a137f3cdfce8e5961a8b0274ca1f83d813|Tue May 24 15:23:08 CEST 2011||0|0|1|225|1847|84|16|9|35|3|0|
f681eacba59748d116ecab7b8885f545a6b4aea7|Tue May 24 15:41:59 CEST 2011||0|0|0|225|1847|84|16|10|3|4|0|
457462e54495dc3e31d8680f1de6b9c260ad70b6|Tue May 24 21:27:00 CEST 2011||1|0|2|225|1851|84|16|10|50|3|2|BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.collect.GenericMapMaker, newSymbol=com.google.common.collect.GenericMapMaker.ticker(com.google.common.base.Ticker)],BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.collect.GenericMapMaker, newSymbol=com.google.common.collect.GenericMapMaker.makeCache(com.google.common.collect.CacheLoader<? super K,V>)]
46d4eb45009051a9c1d212c26ee4567db3e9c34d|Wed May 25 03:34:02 CEST 2011||2|0|4|225|1854|84|16|10|33|4|2|BC[kind=CLASS_TYPE_CHANGED, impactedSymbol=com.google.common.base.Equivalence, newSymbol=com.google.common.base.Equivalence],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.base.Equivalences.pairwise(com.google.common.base.Equivalence<? super T>), newSymbol=]
f6c76b737c31bbd6089fa9f78fa5cb640c105192|Wed May 25 03:35:22 CEST 2011||0|0|6|225|1855|84|17|10|53|4|2|BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.Cache.get(K), newSymbol=],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.Cache, newSymbol=com.google.common.collect.Cache.getUnchecked(K)]
ad3640c6eec0ccac230a0f9c96b343aa025b89bb|Wed May 25 04:00:51 CEST 2011||0|0|2|225|1855|84|17|10|51|4|0|
177a182b35f8dfcf9cbeea8f5c7c912285e33458|Wed May 25 04:02:31 CEST 2011||0|0|33|225|1855|84|17|26|162|9|0|
b10c01e2baca951cc914b21fe920a578dffb6652|Wed May 25 23:58:33 CEST 2011||0|0|8|225|1855|84|17|28|34|4|0|
f472da48a1a04c6df9fc7745e285cd386e3d2f15|Wed May 25 23:59:52 CEST 2011||0|0|2|225|1855|84|17|12|23|3|0|
ac4eddbe2c16062e74753f7218a3f392d0a745b6|Thu May 26 00:00:44 CEST 2011||0|0|1|225|1855|84|17|8|30|7|0|
3ba8913b9fad819c24323943971b256151d67a80|Thu May 26 00:02:11 CEST 2011||2|0|2|227|1858|84|21|10|48|3|0|
1caee4174f50a088dc42ab0b3f8782f8f079d7b0|Tue May 31 14:28:45 CEST 2011||0|0|2|227|1858|84|21|10|45|4|0|
816331252820d2b52cf1ac22fd2b1180ae6f59ee|Tue May 31 14:54:16 CEST 2011||0|0|9|227|1858|84|21|13|82|8|0|
d9df723ceefa789c14d3f60b0d3b805096843823|Wed Jun 01 13:50:15 CEST 2011||0|0|2|227|1858|84|21|14|67|5|0|
2b295dc3ce740836534f7caf0b214c7589b0b8d0|Wed Jun 01 13:51:18 CEST 2011||0|0|3|227|1858|84|21|12|66|6|0|
30aae4f25d511a34ef41d340945234b9679fa5b0|Thu Jun 02 13:36:36 CEST 2011||0|0|1|227|1858|84|21|12|15|5|0|
8309c2994a3ef05b91252aec8864ae371135800d|Thu Jun 02 13:54:53 CEST 2011||0|0|1|228|1863|84|21|8|30|5|0|
87df707d642a3cbf8037678aa4ea4c58c502fe85|Fri Jun 03 13:16:13 CEST 2011||0|0|4|228|1868|84|21|10|50|4|8|BC[kind=CONSTRUCTOR_REMOVED, impactedSymbol=com.google.common.collect.CacheStats.<init>(long,long,long,long,long), newSymbol=],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.AbstractCache$StatsCounter, newSymbol=com.google.common.collect.AbstractCache$StatsCounter.recordCreateException(long)],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.AbstractCache$StatsCounter, newSymbol=com.google.common.collect.AbstractCache$StatsCounter.recordConcurrentMiss()],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.AbstractCache$StatsCounter.recordMiss(), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.AbstractCache$SimpleStatsCounter.recordCreate(long), newSymbol=],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.AbstractCache$StatsCounter, newSymbol=com.google.common.collect.AbstractCache$StatsCounter.recordCreateSuccess(long)],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.AbstractCache$SimpleStatsCounter.recordMiss(), newSymbol=],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.AbstractCache$StatsCounter.recordCreate(long), newSymbol=]
a13e02167e90125e6a78bf9bbd061996d05a143a|Tue Jun 07 14:06:49 CEST 2011||0|0|3|228|1868|84|21|10|66|4|0|
5809efca4c4fd7dbd3c954a3c1656baecf5cf9b2|Tue Jun 07 14:24:46 CEST 2011||0|0|1|228|1868|84|21|11|33|4|0|
61e205c9052232b130461d7e505d6f3982be77f0|Tue Jun 07 14:47:53 CEST 2011||0|0|5|228|1868|84|22|12|63|3|0|
9a5e97e85d4df3a1659286c1b7fe7100c5c1d22e|Tue Jun 07 15:15:07 CEST 2011||0|0|1|228|1868|84|22|10|45|4|0|
b0a5ff44fa2e6888be778b0685a7229bc032ed4d|Tue Jun 07 15:20:47 CEST 2011||0|0|1|228|1868|84|22|11|10|4|0|
c3e283e5a4e5bc9151791e094e48904c7fb82416|Tue Jun 07 15:53:58 CEST 2011||0|0|4|228|1868|84|22|11|68|3|0|
a09c2e1ca049fe2b17312ac9d928a3d4c6075882|Tue Jun 07 16:12:21 CEST 2011||0|0|1|228|1868|84|22|11|28|5|0|
c58f5577cdaa08cdf38b19dca3beacb6d679046f|Tue Jun 07 16:23:34 CEST 2011||0|0|1|228|1869|84|22|8|6|3|0|
0092825a6ddccdb868f1a3b726445676b087191c|Wed Jun 08 15:07:39 CEST 2011||0|0|2|228|1869|84|22|7|43|7|0|
093c91737c08de04a16d8412e84cd0089b3a47b2|Wed Jun 08 15:28:04 CEST 2011||0|0|1|228|1869|84|23|8|44|3|0|
48a9f33b1d20381dbc51e038bebda59fba094e32|Wed Jun 08 15:57:38 CEST 2011||0|0|1|228|1870|84|23|9|13|4|0|
d55e49806cc1648d260c68dad979b75833c384f8|Wed Jun 08 16:19:17 CEST 2011||0|0|1|228|1871|84|23|7|45|3|0|
8fb836ebb3ae191c608db81e1193ebd775432ff7|Wed Jun 08 16:28:38 CEST 2011||0|0|1|228|1871|84|23|8|45|3|0|
f61b8474810da4b2a48b0f21d0a5184f627b8398|Wed Jun 08 17:20:03 CEST 2011||0|0|1|228|1871|84|23|8|10|5|0|
c4e15b8fc32c580afb8dc3fa6060bb67f23c92db|Thu Jun 09 13:27:23 CEST 2011||0|0|2|228|1871|84|23|8|44|3|0|
5c8e33ab1817afd0cc8dede2db1d9f5750f4f8de|Mon Jun 13 14:13:18 CEST 2011||0|0|0|228|1871|84|23|8|1|3|0|
7021c4ef7f2960780a345e1fd3b4bd180170ee04|Mon Jun 13 14:15:55 CEST 2011||0|0|1|228|1871|84|23|6|11|3|0|
19ec9dd7ddea5a54271c422c886eccf290e14429|Tue Jun 14 14:41:44 CEST 2011||0|0|5|228|1871|84|23|9|73|3|0|
6b5fbaa81c9c1b6c211dea7acc02f70104f68ef8|Tue Jun 14 18:21:24 CEST 2011||0|0|1|228|1871|84|23|11|41|3|0|
9dde2406c8fcf61022b471d792bf4e46207a5fcc|Wed Jun 15 14:51:24 CEST 2011||0|0|6|228|1871|84|25|9|11|8|0|
0805113e81b6f80cda67a0eb265ec025f7571b9f|Wed Jun 15 14:59:04 CEST 2011||0|0|6|228|1871|84|25|8|12|11|0|
13525d2e9b607ec2770e90116b87472c1f9a6c70|Fri Jun 17 13:37:43 CEST 2011||1|0|6|229|1873|84|23|11|54|3|4|BC[kind=METHOD_ABSTRACT_ADDED_TO_CLASS, impactedSymbol=com.google.common.collect.AbstractCache, newSymbol=com.google.common.collect.Cache.get(K)],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.Cache, newSymbol=com.google.common.collect.Cache.get(K)],BC[kind=METHOD_REMOVED, impactedSymbol=com.google.common.collect.Cache.getChecked(K), newSymbol=],BC[kind=METHOD_ADDED_TO_INTERFACE, impactedSymbol=com.google.common.collect.Cache, newSymbol=com.google.common.collect.Cache.invalidateAll()]
f120240f86606523799380dec477d7f37379fb11|Mon Jun 20 15:00:08 CEST 2011||0|0|1|229|1873|84|23|10|26|9|0|
78b0172b008ca1fd37363951cbeaa217a2041f94|Mon Jun 20 16:29:33 CEST 2011||0|0|1|229|1873|84|23|10|40|5|0|
4d14578f560048c131e6748e64898008905dd7db|Mon Jun 20 20:09:42 CEST 2011||0|0|2|229|1876|84|23|13|49|4|8|BC[kind=METHOD_PARAMETER_GENERICS_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.allAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends T>>), newSymbol=com.google.common.util.concurrent.Futures.allAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends V>>)],BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.successfulAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends T>>), newSymbol=com.google.common.util.concurrent.Futures.successfulAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends V>>)],BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.allAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends T>>), newSymbol=com.google.common.util.concurrent.Futures.allAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends V>>)],BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.allAsList(com.google.common.util.concurrent.ListenableFuture<? extends T>[]), newSymbol=com.google.common.util.concurrent.Futures.allAsList(com.google.common.util.concurrent.ListenableFuture<? extends V>[])],BC[kind=METHOD_PARAMETER_GENERICS_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.allAsList(com.google.common.util.concurrent.ListenableFuture<? extends T>[]), newSymbol=com.google.common.util.concurrent.Futures.allAsList(com.google.common.util.concurrent.ListenableFuture<? extends V>[])],BC[kind=METHOD_PARAMETER_GENERICS_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.successfulAsList(com.google.common.util.concurrent.ListenableFuture<? extends T>[]), newSymbol=com.google.common.util.concurrent.Futures.successfulAsList(com.google.common.util.concurrent.ListenableFuture<? extends V>[])],BC[kind=METHOD_RETURN_TYPE_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.successfulAsList(com.google.common.util.concurrent.ListenableFuture<? extends T>[]), newSymbol=com.google.common.util.concurrent.Futures.successfulAsList(com.google.common.util.concurrent.ListenableFuture<? extends V>[])],BC[kind=METHOD_PARAMETER_GENERICS_CHANGED, impactedSymbol=com.google.common.util.concurrent.Futures.successfulAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends T>>), newSymbol=com.google.common.util.concurrent.Futures.successfulAsList(java.lang.Iterable<? extends com.google.common.util.concurrent.ListenableFuture<? extends V>>)]
ecad59d96734e9b07e89ffd3e9608aa18de9398c|Mon Jun 20 20:11:31 CEST 2011||0|0|5|229|1876|84|23|11|10|10|0|
